ID,Sender_IP,Sender_Port,Target_IP,Target_Port,Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
10.42.0.1-10.42.0.42-53-20198-17,192.168.1.105,1032,192.168.5.122,53,2,0.33,3.381473397,39,4107.40382,67,486,5895.639836,542,0,1,2,2,0
10.42.0.211-23.208.168.108-46174-80-6,172.16.0.11,12822,212.95.7.75,53,2,0.1,0.2640539,34,35.32282745,62,252,243.6849378,280,0,1,1,1,0
10.42.0.211-10.42.0.1-30496-53-17,172.16.0.11,3871,168.61.70.16,25,1,0.09,0.095,1117,1049,1565,188,188,716,0,11,13,1.181818182,0
211.144.37.229-10.42.0.211-80-38899-6,192.168.3.117,4929,208.111.161.254,80,1,17.54,6.5653125,1396,335.1666667,3356,87026,16011.71875,90186,0,49,79,1.612244898,1
10.42.0.211-66.102.255.45-54400-443-6,158.65.110.24,47082,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.42-64.71.142.95-48472-443-6,158.65.110.24,48376,204.157.3.70,80,1,6.37,3.523389831,340,97.16949153,16920,845305,15357.57627,875941,845645,288,589,2.045138889,1
10.42.0.151-10.42.0.1-58526-53-17,192.168.1.101,3920,67.212.184.66,80,1,20.03,23.97631841,390,151.0331675,1518,31652,35953.04146,33060,0,28,35,1.25,0
175.100.207.233-10.42.0.42-80-41334-6,192.168.3.114,3079,174.132.188.162,80,1,2.67,9.883780488,145,333.9390244,353,352,17097.79268,476,0,5,3,0.6,0
10.42.0.151-10.42.0.1-64647-53-17,158.65.110.24,34724,64.12.90.97,25,1,3,3.000692308,0,0,120,0,0,0,0,2,0,0,1
216.58.217.164-10.42.0.211-443-42054-6,147.32.96.45,2113,147.32.84.160,21,1,0,0.042112676,0,0,60,0,0,80,0,1,2,2,1
10.42.0.211-10.42.0.1-30876-53-17,192.168.3.115,2354,12.180.55.140,80,1,17,10.20520833,133,159.390625,2341,110423,39625.50521,113871,0,55,86,1.563636364,0
10.42.0.151-10.42.0.1-16118-53-17,192.168.5.122,5005,198.164.30.2,53,2,0.01,0.218568665,54,48.01844964,82,232,234.3900461,260,0,1,1,1,1
172.217.12.202-10.42.0.42-443-35783-6,192.168.1.103,4117,192.168.5.122,80,1,100.14,4.472957075,687,299.1844197,1455,20697,8592.470588,43250,0,19,46,2.421052632,1
10.42.0.151-119.146.74.34-35442-80-6,192.168.1.103,3147,209.50.243.18,80,1,0,1.16,0,22,40,0,1014.666667,40,0,1,1,1,1
10.42.0.211-52.72.169.149-44481-80-6,158.65.110.24,35879,158.65.12.103,53,2,0,0.012398725,38,38.84084292,66,253,141.052849,0,0,1,0,0,1
172.217.6.234-10.42.0.211-443-38414-6,192.168.5.122,58172,198.164.30.2,53,2,0.02,0.218568665,47,48.01844964,75,409,234.3900461,437,0,1,1,1,1
10.42.0.211-10.42.0.1-15044-53-17,172.16.0.11,22252,211.175.216.57,11710,2,0.72,10.00416667,25,41.66666667,53,2,3,30,0,1,1,1,0
10.42.0.211-47.89.69.237-50391-443-6,172.16.2.11,32245,217.79.69.145,19936,2,10.96,10.96,50,50,106,0,0,0,0,2,0,0,0
10.42.0.211-10.42.0.1-21114-53-17,172.16.0.11,22252,69.249.70.200,23873,2,0.18,13.54,25,50.8,53,2,12,30,0,1,1,1,0
10.42.0.211-23.206.166.62-55082-80-6,147.32.84.170,4708,125.173.161.152,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-66.102.255.50-35708-443-6,147.32.84.180,3597,46.4.36.120,443,1,0.03,0.202842975,0,0,48,0,0,40,0,1,1,1,1
180.149.136.247-10.42.0.211-80-46682-6,66.249.73.56,38974,158.65.110.24,80,1,0.81,0.904045894,244,243.5615942,772,9097,9547.653986,9521,244,10,8,0.8,1
10.42.0.42-52.197.242.223-39512-443-6,192.168.4.120,1555,207.123.47.126,80,1,10.63,6.290769231,126,62.30769231,7974,551556,66894.61538,566924,0,196,384,1.959183673,1
202.77.129.161-10.42.0.42-80-43022-6,147.32.84.180,2805,216.82.242.131,25,1,3.01,3.01,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-103.235.46.211-33627-443-6,192.168.1.103,2937,203.73.24.75,80,1,1.02,1.710609137,91,103.035533,299,871,5563.101523,1079,0,5,5,1,1
182.22.67.91-10.42.0.151-443-37262-6,172.16.2.11,32245,213.181.164.70,3917,2,43.82,23.53384615,100,73.76923077,212,0,35.61538462,0,0,4,0,0,0
203.205.128.137-10.42.0.211-80-57522-6,195.56.5.39,31713,172.16.0.11,22252,2,7.94,12.02923077,27,53.46153846,83,27,35.46153846,83,0,2,2,1,0
175.100.207.231-10.42.0.151-443-32917-6,147.32.84.180,3300,205.188.190.2,25,1,3,2.381908397,0,0,192,0,0,0,0,4,0,0,1
140.205.94.6-10.42.0.151-443-52877-6,192.168.1.102,2850,192.168.5.122,53,2,8,4.789879808,155,306.6586538,295,0,10493.98798,0,0,5,0,0,0
172.217.10.42-10.42.0.151-443-34558-6,147.32.84.130,3624,147.32.86.95,135,1,0.03,1.77825641,1170,1027.138462,2916,420,606.7692308,668,0,14,6,0.428571429,1
206.126.112.140-10.42.0.211-443-37779-6,147.32.84.180,3468,64.12.139.193,25,1,0,1.643556086,0,0,96,0,0,0,0,2,0,0,1
151.101.117.140-10.42.0.211-443-56184-6,66.249.73.56,49265,158.65.110.24,80,1,1.14,0.904045894,245,243.5615942,773,9106,9547.653986,9530,245,10,8,0.8,1
10.42.0.42-23.194.181.179-52317-443-6,172.16.2.11,32245,83.8.164.109,26567,2,57.77,36.04,150,108.35,318,12,89.45,180,0,6,6,1,0
162.208.22.39-10.42.0.151-443-42773-6,192.168.5.122,23589,198.164.30.2,53,2,0.08,0.218568665,51,48.01844964,79,100,234.3900461,128,0,1,1,1,1
172.217.8.4-10.42.0.211-443-46929-6,178.77.71.27,2188,147.32.84.170,3389,1,11.23,11.88387179,1353,1344.276068,2801,20138,20046.64188,43412,0,36,78,2.166666667,1
10.42.0.211-52.84.37.172-34622-443-6,147.32.84.170,4967,125.220.156.151,22,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-64.71.142.110-35273-443-6,192.168.1.105,18305,216.137.33.57,80,1,29.35,24.535,1664,354.3333333,3152,38474,9031.166667,39962,0,37,37,1,1
172.217.6.202-10.42.0.211-443-35445-6,192.168.2.113,1798,62.140.213.243,80,1,0.49,0.537827298,90,84.34818942,338,1794,3338.690808,2042,0,6,6,1,0
182.22.67.107-10.42.0.211-443-36059-6,192.168.5.122,61195,198.164.30.2,53,2,0.2,0.218568665,45,48.01844964,73,141,234.3900461,169,0,1,1,1,1
10.42.0.1-10.42.0.42-53-25217-17,192.168.2.112,4910,64.202.167.128,80,1,0.46,1.562272727,107,155.5,355,1704,5900.772727,1984,0,6,7,1.166666667,1
10.42.0.211-54.192.36.192-42890-443-6,147.32.84.180,2007,174.128.246.102,80,1,0.67,5.128403869,151,32.81559855,319,0,0,88,0,4,2,0.5,1
172.217.3.106-10.42.0.151-443-33651-6,192.168.1.101,1557,62.140.213.243,80,1,0.29,2.722251407,61,78.45028143,269,310,2879.031895,518,0,5,5,1,0
10.42.0.211-72.30.3.43-52500-443-6,192.168.1.102,2850,192.168.5.122,53,2,0.02,4.789879808,32,306.6586538,60,882,10493.98798,938,0,1,2,2,1
10.42.0.211-54.192.38.18-60877-443-6,192.168.2.106,3549,208.116.9.82,80,1,0.12,0.4143058,64,64.69595782,312,1666,9420.550088,1914,0,6,6,1,1
10.42.0.42-37.1.204.175-40996-80-6,192.168.2.106,3814,192.168.5.122,110,1,0.01,5.082442105,39,249.7873684,367,68,6848.221053,792,0,8,16,2,0
10.42.0.211-123.125.29.220-52298-80-6,172.16.0.11,22252,121.55.172.196,20228,2,0.64,11.92142857,25,42.85714286,53,2,2.857142857,30,0,1,1,1,0
8.0.6.4-8.6.0.1-0-0-0,158.65.110.24,57090,158.65.12.103,53,2,0,0.012398725,38,38.84084292,66,102,141.052849,0,0,1,0,0,1
172.217.10.8-10.42.0.211-443-32989-6,192.168.2.110,3516,72.172.128.65,80,1,101.04,28.01263889,229,135.75,1117,31700,17147.41667,32868,0,22,29,1.318181818,1
203.130.53.126-10.42.0.211-80-38717-6,192.168.5.122,32173,198.164.30.2,53,2,0.01,0.218568665,38,48.01844964,66,142,234.3900461,170,0,1,1,1,0
10.42.0.211-31.13.80.5-58018-443-6,192.168.4.121,51964,65.54.81.165,80,1,15.08,14.93420455,596,588.7727273,848,166,166.9545455,338,0,6,4,0.666666667,0
10.42.0.211-64.71.142.124-43876-80-6,192.168.5.122,5411,198.164.30.2,53,2,0.02,0.218568665,43,48.01844964,71,404,234.3900461,432,0,1,1,1,1
216.58.219.227-10.42.0.42-443-44613-6,147.32.84.160,2727,46.4.35.23,25,1,3,1.483461538,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-54.192.38.18-39969-443-6,192.168.2.111,1951,76.74.250.140,80,1,3.58,12.47188312,0,394.3636364,600,35627,66967.1039,36667,0,15,26,1.733333333,0
10.42.0.211-10.42.0.1-47406-53-17,192.168.2.111,3493,192.168.5.122,80,1,5.17,3.239224806,800,183.9263566,2008,48756,4273.112403,100888,0,30,84,2.8,0
180.163.255.159-10.42.0.151-443-55713-6,172.16.0.11,22252,70.114.28.113,10462,2,0.19,7.73375,25,39,53,2,20.75,30,0,1,1,1,0
10.42.0.42-23.194.140.226-54699-80-6,192.168.4.118,3247,91.190.170.71,80,1,9.39,12.52692308,150,397.4230769,438,501,17218.69231,749,0,7,6,0.857142857,1
172.217.10.237-10.42.0.42-443-39732-6,192.168.2.109,1567,203.73.24.75,80,1,0.51,1.355411481,118,92.436188,486,12168,9696.138956,12656,0,9,12,1.333333333,0
203.90.242.126-10.42.0.211-443-57411-6,192.168.5.122,7918,198.164.30.2,53,2,0.29,0.218568665,46,48.01844964,74,98,234.3900461,126,0,1,1,1,1
10.42.0.151-36.110.213.49-37842-80-6,192.168.1.102,2468,69.84.133.138,80,1,14.7,9.659849624,199,309.4323308,1199,51082,285377.0677,52602,0,25,38,1.52,1
10.42.0.151-10.42.0.1-19228-53-17,158.65.110.24,56091,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
175.100.207.232-10.42.0.211-80-43579-6,172.16.2.11,32245,220.225.229.131,19782,2,38.03,23.41689655,102,80.17241379,242,33,12.06896552,173,0,5,5,1,0
180.163.255.159-10.42.0.42-80-57355-6,147.32.84.160,3653,65.55.37.104,25,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
198.105.244.11-10.42.0.211-80-34218-6,147.32.84.180,2843,174.37.196.55,80,1,2.96,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
10.42.0.211-121.12.98.62-55466-80-6,192.168.1.104,18606,192.168.5.122,80,1,5.12,4.923761855,835,210.5742887,1603,21454,5065.317176,44764,0,19,46,2.421052632,1
203.205.158.60-10.42.0.151-80-54607-6,147.32.84.180,2779,193.23.181.44,80,1,3.01,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
10.42.0.211-119.146.74.34-43436-80-6,192.168.2.111,1933,72.41.81.111,80,1,23.36,6.297945205,68,90.45205479,228,439,5496.979452,599,0,4,4,1,0
10.42.0.211-10.42.0.1-34263-53-17,172.16.0.11,4610,212.95.7.75,53,2,0.42,0.2640539,35,35.32282745,63,119,243.6849378,147,0,1,1,1,0
10.42.0.42-115.239.210.141-46328-80-6,172.16.0.11,22252,83.23.35.162,11547,2,17.41,7.297142857,54,35,166,54,33.57142857,166,0,4,4,1,0
172.217.10.10-10.42.0.151-443-47159-6,195.82.189.69,8223,172.16.0.11,22252,2,13.67,13.67,2,2,30,25,25,53,0,1,1,1,0
10.42.0.211-72.21.206.141-59717-443-6,158.65.110.24,45272,158.65.12.103,53,2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
203.205.158.63-10.42.0.211-80-41951-6,172.16.2.11,2277,10.0.0.254,53,2,0.18,0.725262759,32,86.91753748,60,48,189.2577616,76,0,1,1,1,0
10.42.0.1-10.42.0.42-53-12063-17,147.32.84.180,2351,173.241.240.4,80,1,0.07,0.073034483,869,801.4965517,1077,796,735.6137931,960,0,5,4,0.8,1
10.42.0.151-10.42.0.1-42608-53-17,147.32.84.180,2079,193.232.130.14,53,2,0.11,1.833478261,58,108.9565217,114,286,343.8695652,314,0,2,1,0.5,1
205.185.216.10-10.42.0.211-80-58615-6,172.16.2.11,20980,10.0.0.254,53,2,0.06,0.725262759,44,86.91753748,72,76,189.2577616,104,0,1,1,1,0
180.163.251.231-10.42.0.151-80-58734-6,147.32.84.130,4441,147.32.84.181,135,1,0,2.453414634,0,1001.739837,336,0,487.8373984,128,0,8,3,0.375,1
202.77.129.150-10.42.0.42-443-51263-6,172.16.2.11,32245,124.121.242.39,12508,2,55.43,31.67166667,150,105.4583333,318,8,37.83333333,120,0,6,4,0.666666667,0
10.42.0.151-52.197.242.223-51669-443-6,192.168.5.122,64174,198.164.30.2,53,2,0.26,0.218568665,40,48.01844964,68,85,234.3900461,113,0,1,1,1,1
172.217.10.66-10.42.0.211-443-60854-6,172.16.0.11,3354,216.82.250.99,25,1,0.09,0.09,1000,1000,1448,188,188,716,0,11,13,1.181818182,0
10.42.0.211-23.194.140.226-43434-80-6,158.65.110.24,55532,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
10.42.0.42-85.93.5.109-34123-80-6,147.32.84.160,12834,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
172.217.12.206-10.42.0.211-443-58467-6,158.65.110.24,59260,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
192.229.173.173-10.42.0.42-80-51996-6,192.168.2.109,3990,85.183.249.139,443,1,2.19,7.648125,70,165.375,238,2920,1293.4375,3088,0,4,4,1,1
10.42.0.151-119.241.11.240-43477-10235-17,147.32.84.180,3183,174.128.246.102,80,1,2.88,5.128403869,0,32.81559855,96,0,0,0,0,2,0,0,1
10.42.0.1-10.42.0.42-53-62175-17,192.168.5.122,28532,198.164.30.2,53,2,0.17,0.218568665,62,48.01844964,90,485,234.3900461,513,0,1,1,1,1
10.42.0.151-72.21.206.135-43246-443-6,172.16.2.11,32245,122.164.179.39,22252,2,10.67,31.59076923,50,81.53846154,106,0,10.84615385,0,0,2,0,0,0
10.42.0.151-76.13.28.196-53343-443-6,192.168.3.115,1253,74.220.195.150,443,1,4.48,2.605589226,227,109.9848485,675,13624,11775.58249,14192,0,11,14,1.272727273,0
10.42.0.211-119.146.74.33-47224-443-6,147.32.84.160,3629,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-104.118.220.50-60367-443-6,172.16.2.112,3614,203.69.42.35,80,1,3.9,4.215254237,82,75.74576271,260,4380,4460.700565,88,4462,6,2,0.333333333,0
10.42.0.211-54.197.248.166-39253-443-6,192.168.4.120,1343,208.122.28.2,80,1,20.28,16.11573529,2343,1005.338235,4343,43303,32163.07353,45103,0,50,45,0.9,1
172.217.12.142-10.42.0.211-443-33796-6,172.16.2.11,32245,190.20.163.89,32790,2,20.42,29.53454545,54,79.18181818,166,54,57.54545455,166,0,4,4,1,0
182.22.24.124-10.42.0.42-443-45910-6,172.16.0.11,22252,190.37.173.41,17826,2,0.35,7.172857143,25,39.28571429,53,2,20.64285714,30,0,1,1,1,0
10.42.0.211-106.11.94.27-34714-443-6,147.32.84.160,11226,184.173.217.40,443,1,2.82,0.159373278,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-121.12.98.64-41262-80-6,192.168.2.107,58040,89.150.155.195,14001,2,0.2,0.2,103,103,131,277,277,305,0,1,1,1,0
10.42.0.1-10.42.0.42-53-24361-17,147.32.84.160,2009,205.188.146.193,25,1,0,1.490784314,0,0,96,0,0,0,0,2,0,0,1
172.217.12.206-10.42.0.151-443-51511-6,172.16.2.11,32245,221.128.153.121,16295,2,50.14,35.4265625,125,101.75,265,8,61.28125,120,0,5,4,0.8,0
10.42.0.211-31.13.71.52-34888-443-6,147.32.84.180,3583,67.19.72.206,80,1,2.98,2.790571809,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-54.225.133.124-56781-443-6,192.168.4.119,4292,184.51.181.13,80,1,11.57,9.407333333,367,804.8,855,9898,12781.73333,10346,0,12,11,0.916666667,1
8.0.6.4-8.6.0.1-0-0-0,172.16.2.11,32245,84.90.114.168,1301,2,66,34.76958333,175,103.75,371,10,64.25,150,0,7,5,0.714285714,0
10.42.0.151-10.42.0.1-2836-53-17,172.16.0.11,9599,212.95.7.75,53,2,0.06,0.2640539,31,35.32282745,59,203,243.6849378,231,0,1,1,1,0
205.185.216.42-10.42.0.211-80-52067-6,192.168.3.116,2154,91.195.240.121,80,1,1.17,1.094215686,67,65.32254902,275,900,2577.671569,1104,0,5,5,1,0
183.232.118.20-10.42.0.211-80-51569-6,172.16.2.11,32245,117.8.202.33,23286,2,36.46,32.65448276,100,108.1724138,212,8,32.13793103,120,0,4,4,1,0
172.217.10.78-10.42.0.151-443-52195-6,147.32.84.170,2661,124.146.229.188,22,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
172.217.10.42-10.42.0.151-443-42563-6,192.168.4.120,4919,203.89.216.235,80,1,22.16,14.50392857,298,753.9285714,8538,529430,148902.1071,561950,0,206,375,1.82038835,1
10.42.0.211-50.18.251.157-58345-443-6,147.32.84.180,1409,174.37.196.55,80,1,3.03,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
198.105.244.11-10.42.0.211-80-34827-6,192.168.2.107,2328,178.34.121.182,51413,1,21.3,38.03040816,69,154.6938776,1309,49191,64179.59184,50871,0,31,42,1.35483871,0
219.142.78.162-10.42.0.211-80-59594-6,192.168.1.104,15846,192.168.5.122,22,1,0.14,4.923761855,640,210.5742887,1080,704,5065.317176,2448,0,11,26,2.363636364,1
171.84.4.11-10.42.0.211-80-37412-6,158.65.110.24,50716,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.211-36.51.254.232-56316-443-6,192.168.3.116,1919,78.46.51.83,80,1,0.15,7.7925,60,306.8231707,140,0,50377.0122,80,0,2,2,1,0
180.149.136.194-10.42.0.211-443-55746-6,192.168.5.122,33112,198.164.30.2,53,2,0.13,0.218568665,51,48.01844964,79,373,234.3900461,401,0,1,1,1,1
10.42.0.1-10.42.0.42-53-13541-17,192.168.4.120,4714,97.74.231.108,80,1,0.11,4.526363636,0,65.45454545,80,0,28034.54545,80,0,2,2,1,0
172.217.10.238-10.42.0.151-443-50514-6,66.249.73.56,36787,158.65.110.24,80,1,0.83,0.904045894,244,243.5615942,772,9097,9547.653986,9521,244,10,8,0.8,1
10.42.0.211-120.55.89.238-38688-8977-6,147.32.84.160,18442,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
172.217.10.234-10.42.0.151-443-54558-6,192.168.2.109,4240,203.73.24.75,80,1,0.48,1.355411481,142,92.436188,430,4698,9696.138956,4986,0,7,7,1,1
10.42.0.211-31.13.80.12-44024-443-6,158.65.110.24,54152,158.65.12.103,53,2,0.02,0.012398725,36,38.84084292,64,87,141.052849,0,0,1,0,0,1
172.217.3.99-10.42.0.151-443-50115-6,192.168.2.112,1822,216.69.149.9,443,1,0.11,7.1925,0,240.21875,80,0,1652.28125,40,0,2,1,0.5,0
169.45.210.85-10.42.0.42-5222-40079-6,158.65.110.24,51742,158.65.12.103,53,2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
203.205.158.66-10.42.0.211-80-52613-6,172.16.2.11,32245,89.40.251.34,30504,2,55.59,35.21947368,175,118.4210526,371,200,84.47368421,396,0,7,7,1,0
10.42.0.1-10.42.0.42-53-25374-17,172.16.0.11,22252,24.158.137.14,27836,2,15.26,15.26,50,50,106,0,0,0,0,2,0,0,0
10.42.0.211-10.42.0.1-58526-53-17,192.168.1.104,17744,66.150.117.33,80,1,0.15,0.262777778,153,146,361,537,552.7222222,705,0,5,4,0.8,1
10.42.0.151-10.42.0.1-4369-53-17,147.32.84.180,2840,174.128.246.102,80,1,3.01,5.128403869,0,32.81559855,96,0,0,0,0,2,0,0,1
172.217.12.194-10.42.0.211-443-43432-6,172.16.2.11,23656,10.0.0.254,53,2,0,0.725262759,33,86.91753748,61,82,189.2577616,110,0,1,1,1,0
10.42.0.211-64.71.142.120-43299-443-6,158.65.110.24,49787,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.151-124.195.3.20-39949-80-6,147.32.84.160,1656,64.18.5.11,25,1,3,1.4875,0,0,192,0,0,0,0,4,0,0,1
10.42.0.151-10.42.0.1-30062-53-17,192.168.2.109,2311,63.245.217.40,443,1,18.72,8.4324,642,263.36,2018,53473,17526.88,55241,0,34,44,1.294117647,1
10.42.0.211-10.42.0.1-39590-53-17,172.16.2.11,9205,10.0.0.254,53,2,0.19,0.725262759,35,86.91753748,63,51,189.2577616,79,0,1,1,1,0
10.42.0.151-52.216.1.211-40397-443-6,147.32.84.160,1944,89.253.98.138,6667,1,2.96,2.98,0,0,192,0,0,0,0,4,0,0,1
203.205.158.63-10.42.0.211-80-41538-6,172.16.2.12,1748,77.200.208.2,62459,1,61.06,102.6688889,1249,1884.222222,18056,475282,762548.8889,415,0,411,6,0.01459854,0
10.42.0.211-52.84.1.59-51717-443-6,192.168.2.111,2860,69.0.198.55,80,1,0.71,3.152285714,0,76.05714286,88,0,2593.114286,48,0,2,1,0.5,0
203.130.53.126-10.42.0.211-80-55172-6,192.168.248.165,1129,70.94.206.5,16464,2,0.14,17.80666667,16,21.33333333,44,1704,1136,1788,0,1,3,3,1
172.217.10.42-10.42.0.151-443-43102-6,192.168.5.122,62018,198.164.30.2,53,2,0.51,0.218568665,45,48.01844964,73,122,234.3900461,150,0,1,1,1,1
10.42.0.211-104.193.88.109-54965-80-6,147.32.84.180,2533,65.54.188.126,25,1,3.01,2.235842697,0,0,96,0,0,0,0,2,0,0,1
10.42.0.42-103.235.46.39-38424-80-6,172.16.0.11,6318,64.18.5.10,25,1,0.1,0.118181818,1157,1058.218182,1605,188,184.5818182,716,0,11,13,1.181818182,0
182.22.67.91-10.42.0.151-443-37258-6,158.65.110.24,36259,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
172.217.9.238-10.42.0.151-443-40279-6,192.168.2.109,2391,203.73.24.75,80,1,1.54,1.355411481,73,92.436188,1081,56431,9696.138956,58119,0,25,42,1.68,1
221.228.208.97-10.42.0.211-80-54274-6,158.65.110.24,39257,158.65.12.103,53,2,0.11,0.012398725,30,38.84084292,58,78,141.052849,0,0,1,0,0,1
10.42.0.211-23.36.33.160-44446-443-6,147.32.84.160,3772,66.94.236.34,25,1,0,1.475447761,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-23.206.125.17-34430-80-6,192.168.5.122,8529,198.164.30.2,53,2,0.06,0.218568665,43,48.01844964,71,141,234.3900461,169,0,1,1,1,1
10.42.0.211-10.42.0.1-38967-53-17,158.65.110.24,59850,173.194.69.27,25,1,3,3,0,0,120,0,0,0,0,2,0,0,1
10.42.0.42-31.13.80.5-35137-443-6,158.65.110.24,57494,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.151-52.94.232.32-44615-443-6,147.32.84.130,1446,147.33.84.1,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-72.247.70.190-46310-80-6,147.32.84.180,1100,89.108.118.81,25,1,3,1.395454545,0,6.181818182,192,0,12.54545455,0,0,4,0,0,1
10.42.0.151-10.42.0.1-21071-53-17,158.65.110.24,38991,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.1-10.42.0.42-53-49918-17,158.65.110.24,33919,158.65.12.103,53,2,0,0.012398725,51,38.84084292,79,127,141.052849,0,0,1,0,0,1
205.204.101.182-10.42.0.211-443-60119-6,83.22.211.52,16338,172.16.2.11,32245,2,33.02,24.8625,106,87.25,302,108,151,332,0,7,8,1.142857143,0
222.73.28.96-10.42.0.211-80-45240-6,192.168.2.111,3048,192.168.5.122,80,1,16.62,3.239224806,238,183.9263566,606,1402,4273.112403,3380,0,9,14,1.555555556,0
10.42.0.211-10.42.0.1-29468-53-17,192.168.1.104,17871,212.159.8.56,80,1,103.1,28.93258824,574,399.2235294,3462,157732,88658.27059,162380,0,72,116,1.611111111,0
10.42.0.211-31.13.80.5-38592-443-6,147.32.84.160,2480,147.32.80.9,53,2,0,0.839704755,54,106.0653595,110,345,392.7018256,373,0,2,1,0.5,1
183.79.250.251-10.42.0.211-443-54402-6,192.168.1.104,17676,75.126.111.74,80,1,0,6.4425,0,45.375,40,0,163.5,40,0,1,1,1,1
10.42.0.42-47.89.68.225-59834-443-6,147.32.84.130,2276,192.168.0.59,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
180.76.135.213-10.42.0.211-80-58652-6,85.190.0.3,44033,147.32.84.170,4480,1,0.61,0.380253623,0,0,60,0,0,80,0,1,2,2,1
10.42.0.1-10.42.0.42-53-50405-17,147.32.84.170,2007,208.100.47.228,22,1,0.14,0.14,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-98.139.180.180-39774-443-6,172.16.2.11,32245,89.123.141.184,6868,2,11.02,29.99424242,50,95.03030303,106,4,48.21212121,60,0,2,2,1,0
10.42.0.211-63.250.200.101-45746-443-6,147.32.84.170,1389,208.100.45.122,22,1,0.14,0.14,0,0,96,0,0,40,0,2,1,0.5,1
172.217.12.202-10.42.0.211-443-54929-6,172.16.2.11,22251,10.0.0.254,53,2,0.25,0.725262759,30,86.91753748,58,75,189.2577616,103,0,1,1,1,0
172.217.11.14-10.42.0.151-443-36012-6,158.65.110.24,56478,158.65.12.103,53,2,0.05,0.012398725,32,38.84084292,60,215,141.052849,0,0,1,0,0,1
10.42.0.211-10.42.0.1-33455-53-17,74.139.235.23,8468,172.16.0.11,22252,2,2.63,15.407,27,49.5,83,27,38.6,83,0,2,2,1,0
10.42.0.151-64.71.142.124-45312-443-6,89.133.150.54,31919,172.16.2.11,32245,2,22.77,26.12333333,81,89.33333333,249,81,81.66666667,249,0,6,6,1,0
10.42.0.42-62.138.0.117-39522-80-6,147.32.84.160,4304,76.96.62.116,25,1,3,1.501777778,0,0,192,0,0,0,0,4,0,0,1
151.101.1.140-10.42.0.211-443-34105-6,192.168.4.118,2777,192.168.4.119,139,1,0.01,0.02044586,981,995.2292994,1429,792,780.955414,1200,0,11,10,0.909090909,1
172.217.10.110-10.42.0.211-443-37269-6,147.32.84.130,1974,147.32.84.181,135,1,0.01,2.453414634,1170,1001.739837,2916,310,487.8373984,558,0,14,6,0.428571429,1
10.42.0.211-104.244.43.67-53647-443-6,147.32.84.150,3239,85.115.58.190,25,1,2.98,1.49,0,0,192,0,0,0,0,4,0,0,1
173.241.242.143-10.42.0.211-443-56948-6,147.32.84.160,9309,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-119.146.74.33-33738-443-6,172.16.2.11,9288,10.0.0.254,53,2,0.05,0.725262759,31,86.91753748,59,47,189.2577616,75,0,1,1,1,0
10.42.0.1-10.42.0.42-53-1667-17,147.32.84.130,1319,147.32.83.67,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
